pmc_name,name,street_address,city,zip5,source,APN,total_units,assessed_value,landuse_label,SITUS_COMM
F&F Income Properties,The Addison,10267 Mast Blvd,Santee,10267,apartments.com,3810322700,47,8316574,Apartment 16-60,SANTEE
F&F Income Properties,The Adelaide,1311 4th Ave,Chula Vista,91911,apartments.com,6192901100,33,10349940,Apartment 16-60,CHULA VISTA
F&F Income Properties,The Belmont,4812 70th St,San Diego,92115,apartments.com,4682823600,25,4261665,Apartment 16-60,SAN DIEGO
F&F Income Properties,The Crest,1031 Imperial Beach Blvd,Imperial Beach,91932,apartments.com,6321304500,64,19713442,Apartment 61+,IMPERIAL BEACH
F&F Income Properties,The Irving,1010 33rd St,San Diego,92102,apartments.com,5395630300,32,9223186,Apartment 16-60,SAN DIEGO
F&F Income Properties,The Mayer @PB,2330 Grand Ave,San Diego,92109,apartments.com,4240702400,39,17426700,Apartment 16-60,SAN DIEGO
F&F Income Properties,The Noa,152-164 Garrett Ave,Chula Vista,91910,apartments.com,5661901200,6,1276640,Apartment 5-15,CHULA VISTA
F&F Income Properties,The Pointe  Apartments,4747-4751 Jessie Ave,La Mesa,91942,apartments.com,4692821300,24,5406556,Apartment 16-60,LA MESA
FLATS,The Nash,4135 Park Blvd,San Diego,92103,apartments.com,4455011000,0,779350,,SAN DIEGO
FairGrove Property Management,2855 A St,2855-2865 A St,San Diego,92102,apartments.com,5394601400,14,1616901,Apartment 5-15,SAN DIEGO
FairGrove Property Management,Alva Gardens,345 K St,Chula Vista,91911,apartments.com,5733204600,65,14403452,Apartment 61+,CHULA VISTA
FairGrove Property Management,Auburn 2019,4960-4970 Auburn Dr,San Diego,92105,apartments.com,4717921700,45,8215550,Apartment 16-60,SAN DIEGO
FairGrove Property Management,Casa Serena,6455 Shaules Ave,San Diego,92114,apartments.com,5491531200,1,46596,Single Family,SAN DIEGO
FairGrove Property Management,Country Apartments,1486 Broadway,Chula Vista,91911,apartments.com,6220913800,60,10447008,Apartment 16-60,CHULA VISTA
FairGrove Property Management,La Privada Valle Poway,13312 Community Rd,Poway,13312,apartments.com,3171013900,44,6348594,Apartment 16-60,POWAY
FairGrove Property Management,Oro Vista Apartments,1767 Oro Vista Rd,San Diego,92154,apartments.com,6341902700,0,2163322,,SAN DIEGO
FairGrove Property Management,Royal Village Apartments,1435-1467 Elder Ave,San Diego,92154,apartments.com,6272406100,72,15073847,Apartment 61+,SAN DIEGO
FairGrove Property Management,Summer Brook Apartments,1587 Oro Vista Rd,San Diego,92154,apartments.com,6341901900,0,1003898,,SAN DIEGO
FairGrove Property Management,The Highlands,8603-8633 Lemon Ave,La Mesa,91941,apartments.com,4943402400,61,7528233,Apartment 61+,LA MESA
FairGrove Property Management,University Gardens,5622 University Ave,San Diego,92105,apartments.com,4724301000,40,4099747,Apartment 16-60,SAN DIEGO
FairGrove Property Management,Villa Hermosa Apartments,314 Willie James Jones Ave,San Diego,92102,apartments.com,5481302900,31,5570807,Apartment 16-60,SAN DIEGO
FairGrove Property Management,Villa Marina,652 Moss St,Chula Vista,91911,apartments.com,6180103000,175,41432916,Apartment 61+,CHULA VISTA
FairGrove Property Management,Welcome to Pacific Point!,768 Hollister St,San Diego,92154,apartments.com,6280605300,1,4045340,,SAN DIEGO
Fairfield,Bevel Apartments,3250 Barnett Ave,San Diego,92110,apartments.com,,,,,
Fairfield,Bowen Apartments,3280 Barnett Ave,San Diego,92110,apartments.com,,,,,
Fairfield,Canyon Rim Apartments,10845 Via Los Narcisos,San Diego,10845,apartments.com,3130302100,504,153705366,Apartment 61+,SAN DIEGO
Fairfield,Idea1 Apartments,899 Park Blvd,San Diego,92101,apartments.com,7602149500,295,121932798,,SAN DIEGO
Fairfield,Il Palazzo Apartments,2040 Columbia St,San Diego,92101,apartments.com,5332221107,108,49087899,Condo,SAN DIEGO
Fairfield,Rivair Apartment Homes,7050 Friars Rd,San Diego,92108,apartments.com,4372503100,316,64216820,Apartment 61+,""
